mui,method,mod,nc,nmi
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4275,79,0.636
45,LP,0,1,0
45,ML,0.4468,17,0.408
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4253,82,0.643
45,LP,0,1,0
45,ML,0.4486,18,0.419
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4267,82,0.638
45,LP,0,1,0
45,ML,0.4419,18,0.421
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4301,78,0.641
45,LP,0,1,0
45,ML,0.4411,17,0.412
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.426,81,0.637
45,LP,0,1,0
45,ML,0.4503,18,0.448
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4259,81,0.643
45,LP,0,1,0
45,ML,0.4463,17,0.412
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4281,76,0.644
45,LP,0,1,0
45,ML,0.4461,19,0.437
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4267,80,0.649
45,LP,0,1,0
45,ML,0.4499,17,0.439
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4262,81,0.638
45,LP,0,1,0
45,ML,0.449,21,0.47
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4256,80,0.638
45,LP,0,1,0
45,ML,0.4472,17,0.409
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4265,82,0.649
45,LP,0.4429,28,0.492
45,ML,0.4491,19,0.442
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4263,80,0.637
45,LP,0,1,0
45,ML,0.4524,17,0.438
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4251,80,0.633
45,LP,0,1,0
45,ML,0.4489,18,0.454
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4254,83,0.635
45,LP,0,1,0
45,ML,0.448,17,0.419
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4301,76,0.648
45,LP,0,1,0
45,ML,0.4511,18,0.432
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4274,79,0.652
45,LP,0,1,0
45,ML,0.4436,18,0.425
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4281,79,0.641
45,LP,0.4329,28,0.446
45,ML,0.4506,16,0.427
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4278,78,0.646
45,LP,0,1,0
45,ML,0.4494,19,0.441
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.426,83,0.638
45,LP,0,1,0
45,ML,0.4506,17,0.43
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.428,79,0.644
45,LP,0,1,0
45,ML,0.4463,17,0.412
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4264,82,0.646
45,LP,0.4359,35,0.513
45,ML,0.4374,19,0.418
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4259,80,0.648
45,LP,0.4383,23,0.465
45,ML,0.4461,19,0.442
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4277,79,0.643
45,LP,0,1,0
45,ML,0.4455,17,0.398
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4267,82,0.648
45,LP,0.0011,2,0.002
45,ML,0.4474,20,0.464
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.425,83,0.645
45,LP,0,1,0
45,ML,0.4456,16,0.408
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4275,81,0.646
45,LP,0,1,0
45,ML,0.4428,18,0.409
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4281,80,0.648
45,LP,0,1,0
45,ML,0.4433,17,0.402
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4272,80,0.646
45,LP,0.4402,23,0.445
45,ML,0.4541,17,0.424
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4244,85,0.636
45,LP,0,1,0
45,ML,0.4442,18,0.43
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4266,79,0.644
45,LP,0,1,0
45,ML,0.4428,19,0.446
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4259,83,0.636
45,LP,0,1,0
45,ML,0.444,18,0.415
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.423,85,0.627
45,LP,0,1,0
45,ML,0.4471,18,0.43
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4288,76,0.635
45,LP,5e-4,2,0.002
45,ML,0.4501,18,0.441
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4223,84,0.636
45,LP,0,1,0
45,ML,0.4501,16,0.412
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4286,80,0.644
45,LP,0,1,0
45,ML,0.4497,17,0.421
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.428,80,0.641
45,LP,0,1,0
45,ML,0.4437,17,0.415
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.424,85,0.637
45,LP,0,1,0
45,ML,0.4442,18,0.425
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4262,81,0.635
45,LP,0,1,0
45,ML,0.4489,19,0.445
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4248,83,0.642
45,LP,0,1,0
45,ML,0.4531,19,0.449
45,WT,0.3725,89,0.525
45,FG,0.4333,13,0.301
45,IM,0.4292,78,0.65
45,LP,0,1,0
45,ML,0.4367,17,0.412
45,WT,0.3725,89,0.525
50,FG,0.395,12,0.252
50,IM,0.389,87,0.583
50,LP,0,1,0
50,ML,0.4207,15,0.348
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.392,82,0.585
50,LP,0,1,0
50,ML,0.4189,17,0.371
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3982,74,0.612
50,LP,0,1,0
50,ML,0.417,17,0.385
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3906,83,0.594
50,LP,0,1,0
50,ML,0.4164,17,0.381
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3957,78,0.594
50,LP,0,1,0
50,ML,0.4171,20,0.422
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3943,81,0.592
50,LP,5e-4,2,0.002
50,ML,0.4197,18,0.397
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3909,83,0.594
50,LP,0,1,0
50,ML,0.4111,17,0.37
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3929,82,0.604
50,LP,5e-4,2,0.002
50,ML,0.4111,18,0.378
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.389,81,0.577
50,LP,0,1,0
50,ML,0.418,16,0.349
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3949,79,0.595
50,LP,0.4,31,0.432
50,ML,0.4184,17,0.372
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3931,83,0.602
50,LP,0,1,0
50,ML,0.4188,17,0.371
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3896,86,0.577
50,LP,0,1,0
50,ML,0.4109,17,0.366
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3955,77,0.599
50,LP,5e-4,2,0.002
50,ML,0.4092,17,0.361
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3901,84,0.586
50,LP,0,1,0
50,ML,0.419,18,0.406
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3931,79,0.581
50,LP,0,1,0
50,ML,0.4073,17,0.343
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3911,81,0.585
50,LP,0,1,0
50,ML,0.4181,16,0.371
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3902,83,0.59
50,LP,0,1,0
50,ML,0.4083,18,0.357
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3951,77,0.594
50,LP,0,1,0
50,ML,0.4138,17,0.373
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.39,85,0.59
50,LP,0,1,0
50,ML,0.4081,16,0.339
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3915,85,0.604
50,LP,5e-4,2,0.002
50,ML,0.4121,17,0.361
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3906,84,0.578
50,LP,0,1,0
50,ML,0.4109,16,0.356
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.392,81,0.587
50,LP,0,1,0
50,ML,0.4155,17,0.372
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3905,86,0.592
50,LP,0,1,0
50,ML,0.417,16,0.374
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3922,80,0.587
50,LP,0,1,0
50,ML,0.419,17,0.393
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3937,79,0.594
50,LP,0,1,0
50,ML,0.4082,17,0.346
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3932,79,0.589
50,LP,0,1,0
50,ML,0.4029,17,0.341
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3917,80,0.589
50,LP,0,1,0
50,ML,0.4138,17,0.372
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3915,82,0.595
50,LP,0,1,0
50,ML,0.4199,15,0.362
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3943,82,0.583
50,LP,0,1,0
50,ML,0.4145,15,0.346
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3945,82,0.592
50,LP,0,1,0
50,ML,0.4169,17,0.38
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3916,81,0.585
50,LP,0,1,0
50,ML,0.4188,17,0.374
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.391,84,0.592
50,LP,0,1,0
50,ML,0.409,14,0.308
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3946,77,0.59
50,LP,0,1,0
50,ML,0.4159,17,0.374
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3917,84,0.599
50,LP,0,1,0
50,ML,0.4151,17,0.363
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3923,80,0.596
50,LP,0,1,0
50,ML,0.417,17,0.368
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3911,86,0.593
50,LP,0,1,0
50,ML,0.4212,18,0.398
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.394,79,0.579
50,LP,0,1,0
50,ML,0.4079,16,0.323
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3921,80,0.588
50,LP,0,1,0
50,ML,0.4187,17,0.383
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.391,83,0.59
50,LP,0,1,0
50,ML,0.4105,17,0.355
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3921,82,0.587
50,LP,0,1,0
50,ML,0.4073,17,0.351
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3911,79,0.583
50,LP,0,1,0
50,ML,0.4188,17,0.378
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3908,83,0.595
50,LP,0,1,0
50,ML,0.4165,17,0.38
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3923,83,0.584
50,LP,0,1,0
50,ML,0.4129,18,0.384
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3917,84,0.593
50,LP,0,1,0
50,ML,0.4155,18,0.389
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3918,81,0.584
50,LP,0,1,0
50,ML,0.4172,19,0.384
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3924,83,0.597
50,LP,0,1,0
50,ML,0.4182,16,0.38
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.393,80,0.591
50,LP,0,1,0
50,ML,0.4177,16,0.365
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3893,85,0.587
50,LP,0,1,0
50,ML,0.4157,17,0.377
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3913,82,0.595
50,LP,0,1,0
50,ML,0.4181,15,0.338
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3942,82,0.594
50,LP,0,1,0
50,ML,0.4139,17,0.366
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3902,86,0.591
50,LP,5e-4,2,0.002
50,ML,0.4161,17,0.381
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3919,82,0.587
50,LP,0,1,0
50,ML,0.4133,18,0.378
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3932,81,0.591
50,LP,0,1,0
50,ML,0.4169,18,0.381
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3919,82,0.592
50,LP,0,1,0
50,ML,0.4163,15,0.348
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3914,81,0.585
50,LP,5e-4,2,0.002
50,ML,0.4079,18,0.38
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3943,80,0.592
50,LP,0,1,0
50,ML,0.4157,17,0.388
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3967,77,0.595
50,LP,0,1,0
50,ML,0.4158,16,0.355
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.393,84,0.588
50,LP,0,1,0
50,ML,0.4151,19,0.41
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3964,80,0.611
50,LP,0,1,0
50,ML,0.411,18,0.358
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3898,84,0.592
50,LP,0,1,0
50,ML,0.4168,18,0.385
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3907,84,0.586
50,LP,5e-4,2,0.002
50,ML,0.4137,17,0.371
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3948,81,0.588
50,LP,0,1,0
50,ML,0.4093,18,0.36
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.392,82,0.581
50,LP,0,1,0
50,ML,0.4116,19,0.38
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3903,83,0.588
50,LP,0,1,0
50,ML,0.4131,15,0.339
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3911,84,0.589
50,LP,0,1,0
50,ML,0.417,18,0.39
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3921,84,0.596
50,LP,0,1,0
50,ML,0.419,16,0.382
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3901,85,0.591
50,LP,0,1,0
50,ML,0.4188,17,0.374
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.389,85,0.585
50,LP,0,1,0
50,ML,0.4102,19,0.38
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.393,79,0.584
50,LP,0,1,0
50,ML,0.419,17,0.366
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3928,81,0.595
50,LP,0,1,0
50,ML,0.4156,17,0.37
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3933,79,0.599
50,LP,0,1,0
50,ML,0.4156,17,0.375
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3963,80,0.599
50,LP,0,1,0
50,ML,0.4166,18,0.391
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3921,82,0.584
50,LP,0,1,0
50,ML,0.4066,19,0.379
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3913,80,0.579
50,LP,0,1,0
50,ML,0.4187,19,0.406
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3898,84,0.585
50,LP,5e-4,2,0.002
50,ML,0.4163,16,0.37
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3941,80,0.594
50,LP,0,1,0
50,ML,0.4203,18,0.391
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3903,84,0.574
50,LP,0,1,0
50,ML,0.4221,19,0.408
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3926,81,0.594
50,LP,0,1,0
50,ML,0.4152,17,0.374
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3934,81,0.584
50,LP,5e-4,2,0.002
50,ML,0.409,18,0.379
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3931,80,0.584
50,LP,0,1,0
50,ML,0.4108,15,0.322
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3906,81,0.589
50,LP,0,1,0
50,ML,0.4171,16,0.368
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3937,80,0.594
50,LP,0,1,0
50,ML,0.4159,16,0.361
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3897,84,0.589
50,LP,0,1,0
50,ML,0.4137,19,0.391
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3916,84,0.59
50,LP,0,1,0
50,ML,0.4158,16,0.36
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3955,77,0.597
50,LP,0,1,0
50,ML,0.4115,19,0.386
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3884,89,0.59
50,LP,0,1,0
50,ML,0.415,16,0.353
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3913,82,0.59
50,LP,0,1,0
50,ML,0.4067,16,0.336
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3899,86,0.592
50,LP,0,1,0
50,ML,0.4135,17,0.365
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3917,83,0.596
50,LP,0,1,0
50,ML,0.4097,18,0.362
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3906,85,0.59
50,LP,0,1,0
50,ML,0.4121,17,0.361
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3952,77,0.595
50,LP,0,1,0
50,ML,0.4106,16,0.355
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3937,78,0.587
50,LP,0,1,0
50,ML,0.4208,17,0.376
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3934,78,0.583
50,LP,0,1,0
50,ML,0.4186,17,0.379
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3945,78,0.594
50,LP,0,1,0
50,ML,0.4085,16,0.348
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3918,83,0.589
50,LP,0,1,0
50,ML,0.4153,18,0.396
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3917,82,0.59
50,LP,0,1,0
50,ML,0.4167,16,0.36
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3938,79,0.589
50,LP,0,1,0
50,ML,0.4153,17,0.357
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.396,80,0.602
50,LP,0,1,0
50,ML,0.4178,18,0.402
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3921,81,0.592
50,LP,0,1,0
50,ML,0.4157,18,0.378
50,WT,0.3281,107,0.472
50,FG,0.395,12,0.252
50,IM,0.3935,80,0.591
50,LP,0,1,0
50,ML,0.4172,18,0.384
50,WT,0.3281,107,0.472
55,FG,0.3752,12,0.166
55,IM,0.3641,83,0.473
55,LP,0,1,0
55,ML,0.3898,15,0.237
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3645,86,0.478
55,LP,0,1,0
55,ML,0.397,17,0.266
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3658,80,0.466
55,LP,0,1,0
55,ML,0.3918,17,0.264
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.36,90,0.478
55,LP,0,1,0
55,ML,0.3902,15,0.245
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3637,84,0.48
55,LP,0,1,0
55,ML,0.3941,14,0.248
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3593,88,0.473
55,LP,0,1,0
55,ML,0.3925,14,0.238
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3675,81,0.485
55,LP,0,1,0
55,ML,0.395,15,0.25
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3621,86,0.486
55,LP,0,1,0
55,ML,0.3955,16,0.252
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3591,89,0.478
55,LP,0,1,0
55,ML,0.3975,15,0.247
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3609,86,0.477
55,LP,0,1,0
55,ML,0.3954,16,0.275
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.364,84,0.485
55,LP,0,1,0
55,ML,0.3893,14,0.225
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3639,86,0.49
55,LP,0,1,0
55,ML,0.3953,16,0.27
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3634,86,0.48
55,LP,0,1,0
55,ML,0.3929,14,0.232
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3604,86,0.486
55,LP,0,1,0
55,ML,0.3955,15,0.254
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.363,85,0.482
55,LP,0,1,0
55,ML,0.3916,17,0.269
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3627,83,0.48
55,LP,0,1,0
55,ML,0.3945,13,0.228
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3632,86,0.476
55,LP,0,1,0
55,ML,0.3951,13,0.22
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3617,85,0.485
55,LP,0,1,0
55,ML,0.3952,16,0.255
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3584,91,0.48
55,LP,0,1,0
55,ML,0.3843,15,0.234
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3637,84,0.483
55,LP,0,1,0
55,ML,0.3897,17,0.266
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3617,85,0.485
55,LP,0,1,0
55,ML,0.3929,16,0.255
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3584,89,0.487
55,LP,0,1,0
55,ML,0.3937,15,0.267
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3631,83,0.478
55,LP,0,1,0
55,ML,0.386,15,0.23
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3582,94,0.485
55,LP,0,1,0
55,ML,0.3923,18,0.277
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3602,89,0.485
55,LP,0,1,0
55,ML,0.3931,16,0.238
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3584,86,0.469
55,LP,0,1,0
55,ML,0.4,15,0.263
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.36,85,0.471
55,LP,0,1,0
55,ML,0.3967,14,0.237
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3619,86,0.476
55,LP,0,1,0
55,ML,0.3941,13,0.215
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.36,88,0.478
55,LP,0,1,0
55,ML,0.3913,16,0.26
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3615,85,0.477
55,LP,0,1,0
55,ML,0.3939,15,0.249
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3619,88,0.483
55,LP,0,1,0
55,ML,0.3965,15,0.258
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3599,85,0.473
55,LP,0,1,0
55,ML,0.3907,14,0.232
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.363,88,0.487
55,LP,0,1,0
55,ML,0.3912,16,0.257
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3615,85,0.483
55,LP,0,1,0
55,ML,0.388,14,0.235
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3604,86,0.486
55,LP,0,1,0
55,ML,0.3943,14,0.228
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3642,82,0.471
55,LP,0,1,0
55,ML,0.3876,14,0.216
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3623,83,0.478
55,LP,0,1,0
55,ML,0.3873,15,0.213
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3647,82,0.477
55,LP,0,1,0
55,ML,0.3977,15,0.254
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3581,87,0.483
55,LP,0,1,0
55,ML,0.3973,13,0.229
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3586,87,0.475
55,LP,0,1,0
55,ML,0.3902,15,0.244
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3577,90,0.471
55,LP,0,1,0
55,ML,0.3984,15,0.251
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3605,86,0.476
55,LP,0,1,0
55,ML,0.3971,15,0.252
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3626,89,0.488
55,LP,0,1,0
55,ML,0.3966,15,0.251
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3605,88,0.488
55,LP,0,1,0
55,ML,0.3962,15,0.253
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3604,87,0.478
55,LP,0,1,0
55,ML,0.3998,15,0.249
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3639,84,0.475
55,LP,0,1,0
55,ML,0.3919,16,0.259
55,WT,0.2868,112,0.4
55,FG,0.3752,12,0.166
55,IM,0.3615,85,0.485
55,LP,0,1,0
55,ML,0.3962,16,0.267
55,WT,0.2868,112,0.4
